a_id,a_name,a_country,a_city,a_prov,a_web
21136,medical university warsaw,poland,warsaw,mazowieckie,http://www.wum.edu.pl
21137,wartburg college,united states,waverly, Iowa,http://www.wartburg.edu
21138,waseda university,japan,tokyo,,http://www.waseda.ac.jp/
21139,washburn university,united states,topeka, Kansas,http://www.washburn.edu
21140,washington adventist university,united states,takoma park, Maryland,http://www.wau.edu/
21141,washington jefferson college,united states,washington, Pennsylvania,http://www.washjeff.edu
21142,washington lee university,united states,lexington, Virginia,http://www.wlu.edu
21144,washington college,united states,chestertown, Maryland,http://www.washcoll.edu
21145,washington state university,united states,pullman, Washington,http://www.wsu.edu
21146,washington university st. louis,united states,saint louis, Missouri,http://www.wustl.edu
21147,wassit university,iraq,wassit kut,,http://en.uowasit.edu.iq/
21149,watkins college art design,united states,nashville, Tennessee,http://www.watkins.edu
21150,walbrzych higher school management enterprise,poland,walbrzych,dolnoslaskie,http://www.wwszip.pl
21151,wayamba university sri lanka,sri lanka,kuliyapitiya,North Western Province,http://www.wyb.ac.lk
21152,wayland baptist university,united states,plainview, Texas,http://www.wbu.edu
21153,wayne state college,united states,wayne, Nebraska,http://www.wsc.edu
21154,wayne state university,united states,detroit, Michigan,http://www.wayne.edu
21155,waynesburg university,united states,waynesburg, Pennsylvania,http://www.waynesburg.edu
21156,wayo womens university,japan,ichikawa shi,Chiba,http://www.wayo.ac.jp
21157,waziri universityaru federal polytechnic,nigeria,birnin kebbi,Kebbi,http://wufpbk.com/
21159,webb institute,united states,glen cove, New York,http://www.webb.edu/
21160,webber international university,united states,babson park, Florida,http://www.webber.edu
21161,weber state university,united states,ogden, Utah,http://www.weber.edu
21162,webster university,netherlands,leiden,,http://www.webster.nl
21163,webster university,united states,saint louis, Missouri,http://www.webster.edu/
21164,webster university vienna,austria,wien,Vienna,http://www.webster.ac.at
21165,weifang medical university,china,weifang,Shandong Province,http://www.wfmc.edu.cn
21166,weifang university,china,weifang,Shandong Province,http://www.wfu.edu.cn/
21167,weifang university science technology,china,shouguang,Shandong,http://www.wfkjxy.com.cn/
21168,weinan teachers university,china,weinan,Shaanxi Province,http://www.wntc.edu.cn/index_4/
21169,wekerle business school,hungary,budapest,,http://wbsc-h.eu
21170,wellesley college,united states,wellesley, Massachusetts,http://www.wellesley.edu
21172,wells college,united states,aurora, New York,http://www.wells.edu
21173,wellspring universityversity,nigeria,benin city,Edo state,http://www.wellspringuniversity.edu.ng
21174,wenshan university,china,wenshan,Yunnan,http://www.wsu.edu.cn/
21175,wentworth institute technology,united states,boston, Massachusetts,http://www.wit.edu
21176,wenzao universitysuline university languages,taiwan,kaoshiung,,http://www.wtuc.edu.tw/
21177,wenzhou medical college,china,wenzhou,Zhejiang Province,http://www.wzmc.edu.cn/en
21179,wenzhou university,china,wenzhou,Zhejiang Province,http://www.wzu.edu.cn
21180,wesley college,united states,dover, Delaware,http://www.wesley.edu
21182,wesley university science technology,nigeria,ondo,Ondo State,http://82.206.239.12/wusto/index.php
21183,wesleyan college,united states,macon, Georgia,http://www.wesleyancollege.edu
21184,wesleyan college manila,philippines,manila,"Fourth District, Metro Manila",http://www.wcm.edu.ph
21185,wesleyan university,united states,middletown, Connecticut,http://www.wesleyan.edu
21186,wesleyan university philippines,philippines,cabanatuan city,Nueva Ecija,http://www.wesleyan.edu.ph
21187,west agusan colleges,philippines,talacognon,Agusan del Sur,
21188,west anhui university,china,luan city,Anhui,http://www.wxc.edu.cn/
21189,west bay college,philippines,city muntinlupa,"Fourth District, Metro Manila",http://www.westbaycollege.edu.ph
21190,west bengal national university juridical sciences,india,kolkata,West Bengal,http://www.nujs.edu
21191,west bengal state university,india,kolkata,West Bengal,http://www.wbsubregistration.org/
21192,west bengal university animal fishery sciences,india,kolkata,,http://wbuafscl.ac.in
21193,west bengal university technology,india,kolkata,West Bengal,http://www.wbut.net
21194,west chester university pennsylvania,united states,west chester, Pennsylvania,http://www.wcupa.edu
21195,west coast college,philippines,pioduran,Albay,
21197,west liberty university,united states,west liberty, West Virginia,http://www.westliberty.edu/
21198,west negros university,philippines,bacolod city,Negros Occidental,http://www.wnu.edu.ph/index.asp
21199,west texas a m university,united states,canyon, Texas,http://www.wtamu.edu
21200,west virginia school osteopathic medicine,united states,lewisburg, West Virginia,http://www.wvsom.edu
21201,west virginia state university,united states,institute, West Virginia,http://www.wvstateu.edu/
21202,west virginia university,united states,morgantown, West Virginia,http://www.wvu.edu
21203,west virginia university parkersburg,united states,pakersburg, West Virginia,http://www.wvup.edu
21204,west virginia university institute technology,united states,montgomery, West Virginia,http://www.wvutech.edu
21205,west virginia wesleyan college,united states,buckhannon, West Virginia,http://www.wvwc.edu
21206,west visayas state university,philippines,iloilo city,Iloilo,http://www.wvsu.edu.ph/
21209,western carolina university,united states,cullowhee, North Carolina,http://www.wcu.edu
21210,western colleges,philippines,naic,Cavite,
21211,western connecticut state university,united states,danbury, Connecticut,http://www.wcsu.edu
21212,western delta university,nigeria,oghara,Delta State,http://wdu.edu.ng/newsite/
21213,western governors university,united states,salt lake city, Utah,http://www.wgu.edu/
21214,western illinois university,united states,macomb, Illinois,http://www.wiu.edu
21215,western institute technology,philippines,iloilo city,Iloilo,
21218,western kentucky university,united states,bowling green, Kentucky,http://www.wku.edu
21219,western leyte college ormoc city,philippines,ormoc city,Leyte,http://www.wlc-ormoc.org
21220,western michigan university,united states,kalamazoo, Michigan,http://www.wmich.edu
21221,western mindanao cooperative college,philippines,zamboanga city,Zamboanga del Sur,
21222,western mindanao state university,philippines,zamboanga city,Zamboanga del Sur,http://www.wmsu.edu.ph
21223,western new england university,united states,springfield, Massachusetts,https://www.wne.edu/
21224,western new mexico university,united states,silver city, New Mexico,http://www.wnmu.edu
21225,western oregon university,united states,monmouth, Oregon,http://www.wou.edu
21226,western philippines university,philippines,aborlan,Palawan,http://www.wpu.edu.ph/main/
21228,western state colorado university,united states,gunnison, Colorado,http://www.western.edu
21230,university western states,united states,portland, Oregon,http://uws.edu
21231,western university,cambodia,phnom penh,,http://www.western.edu.kh
21232,western university health sciences,united states,pomona, California,http://www.westernu.edu
21233,western washington university,united states,bellingham, Washington,http://www.wwu.edu
21234,westphalian wilhelms university munster,germany,munster,,http://www.uni-muenster.de
21235,westfield state university,united states,westfield, Massachusetts,http://www.wsc.ma.edu/
21236,westmead international school,philippines,batangas city,Batangas,http://westmeadinternational.edu.ph
21237,westminster college,united states,fulton, Missouri,http://www.westminster-mo.edu
21238,westminster college,united states,new wilmington, Pennsylvania,http://www.westminster.edu
21239,westminster college,united states,salt lake city, Utah,http://www.westminstercollege.edu
21240,westmont college,united states,santa barbara, California,http://www.westmont.edu
21241,university applied sciences zwickau,germany,zwickau,,http://www.fh-zwickau.de/
21248,wheaton college,united states,wheaton, Illinois,http://www.wheaton.edu
21249,wheaton college,united states,norton, Massachusetts,http://www.wheatonma.edu
21250,wheeling jesuit university,united states,wheeling, West Virginia,http://www.wju.edu
21251,wheelock college,united states,boston, Massachusetts,http://www.wheelock.edu
21252,whitecliffe college arts design,new zealand,auckland,,http://www.whitecliffe.ac.nz
21254,whitman college,united states,walla walla, Washington,http://www.whitman.edu
21255,whittier college,united states,whittier, California,http://www.whittier.edu
21256,whitworth university,united states,spokane, Washington,http://www.whitworth.edu
21257,wichita state university,united states,wichita, Kansas,http://www.wichita.edu
21258,widener university,united states,chester, Pennsylvania,http://www.widener.edu
21260,wielkopolska higher school social sciences economics sroda wielkopolska,poland,sroda wielkopolska,wielkopolskie,http://www.wwsse.pl
21262,wilberforce university,united states,wilberforce, Ohio,http://www.wilberforce.edu
21263,wiley college,united states,marshall, Texas,http://www.wileyc.edu
21264,wilfrid laurier university,canada,waterloo, Ontario,http://www.wlu.ca
21265,wilhelm buchner university applied science darmstadt,germany,pfungstadt bei darmstadt,,http://www.wb-fernstudium.de
21266,wilkes university,united states,wilkes barre, Pennsylvania,http://www.wilkes.edu
21267,willamette university,united states,salem, Oregon,http://www.willamette.edu
21268,william carey university,united states,hattiesburg, Mississippi,http://www.wmcarey.edu
21269,william howard taft university,united states,denver, Colorado,http://www.taftu.edu/
21270,william jessup university,united states,rocklin, California,http://www.jessup.edu
21271,william jewell college,united states,liberty, Missouri,http://www.jewell.edu
21272,mitchell hamline school law,united states,saint paul, Minnesota,http://mitchellhamline.edu
21273,william paterson university new jersey,united states,wayne, New Jersey,http://www.wpunj.edu
21274,william penn university,united states,oskaloosa, Iowa,http://www.wmpenn.edu
21275,william v.s tubman university,liberia,harper,Maryland County,http://www.tubmanu.edu.lr/
21276,william woods university,united states,fulton, Missouri,http://www.williamwoods.edu
21277,williams baptist college,united states,walnut ridge, Arkansas,http://www.wbcoll.edu
21278,williams college,united states,williamstown, Massachusetts,http://www.williams.edu
21279,williamson christian college,united states,franklin, Tennessee,http://www.williamsoncc.edu
21280,wilmington college,united states,wilmington, Ohio,http://www.wilmington.edu
21281,wilmington university,united states,new castle, Delaware,http://www.wilmu.edu
21282,wilson college,united states,chambersburg, Pennsylvania,http://www.wilson.edu
21285,wingate university,united states,wingate, North Carolina,http://www.wingate.edu
21286,winona state university,united states,winona, Minnesota,http://www.winona.edu
21287,winston salem state university,united states,winston salem, North Carolina,http://www.wssu.edu
21288,winthrop university,united states,rock hill, South Carolina,http://www.winthrop.edu
21289,vienna university economics business,austria,wien,Vienna,http://www.wu.ac.at
21290,wisconsin international university college,ghana,accra,,http://www.wiuc-ghana.edu.gh
21291,wisconsin lutheran college,united states,milwaukee, Wisconsin,http://www.wlc.edu
21292,wisconsin school professional psychology,united states,milwaukee, Wisconsin,http://www.wspp.edu
21293,wisdom international school higher education studies,philippines,davao city,Davao del Sur,http://wisdom.edu.ph
21294,whuniversityotto beisheim school management,germany,vallendar,,http://www.whu.edu/
21295,akad university applied sciences lahr,germany,lahr,,http://www.whl-lahr.de
21296,college asian scholars,thailand,khon khaen,,http://www.en.cas.ac.th/home.php
21297,chalermkanchana university,thailand,sisaket,,http://www.ckc.ac.th/
21298,chalermkanchana college rayong,thailand,rayong,,http://www.ckc.ac.th/rayong/
21299,chiangrai college,thailand,chiang rai,,http://www.crc.ac.th/
21300,dusit thani college,thailand,bangkok,,http://www.dtc.ac.th
21301,lampang inter tech college,thailand,lampang,,http://www.lit.ac.th/
21302,yala islamic university,thailand,pattani,,http://www.yiu.ac.th/
21303,bangkok suvarnabhumi college,thailand,bangkok,,http://www.bsc.ac.th
21304,lumnamping college,thailand,tak,,http://www.lpc.th.edu
21305,nakhon ratchasima college,thailand,nakhon ratchasima,,http://www.nmc.ac.th/
21306,international buddhist college,thailand,songkla,,http://ibc.ac.th/en/
21307,pitchayabundit college,thailand,nongbualamphu,,http://www.pcbc.ac.th
